min,max,mean,std,median,p01,p05,p25,p75,p95,p99,nonzero_fraction,filename,patient_id,slice,split
0.0,152.0,17.279401779174805,33.875404357910156,0.0,0.0,0.0,0.0,0.0,93.0,116.0,0.23271079881656806,BraTS2021_00028_flair_68.png,BraTS2021_00028,68,train
0.0,137.0,19.892080307006836,29.91594123840332,0.0,0.0,0.0,0.0,46.0,80.0,94.0,0.35047614644970415,BraTS2021_00030_flair_0.png,BraTS2021_00030,0,train
0.0,154.0,30.795072555541992,43.21669387817383,0.0,0.0,0.0,0.0,72.0,112.0,127.0,0.3733126849112426,BraTS2021_00032_flair_0.png,BraTS2021_00032,0,train
0.0,161.0,18.110300064086914,36.914798736572266,0.0,0.0,0.0,0.0,0.0,102.0,118.0,0.20770155325443787,BraTS2021_00032_flair_69.png,BraTS2021_00032,69,train
0.0,192.0,40.08085250854492,53.00414276123047,0.0,0.0,0.0,0.0,88.0,137.0,156.0,0.39739737426035504,BraTS2021_00033_flair_35.png,BraTS2021_00033,35,train
0.0,188.0,37.25434494018555,51.55062484741211,0.0,0.0,0.0,0.0,84.0,135.0,152.0,0.37386741863905326,BraTS2021_00033_flair_40.png,BraTS2021_00033,40,train
0.0,181.0,35.90918731689453,51.9460563659668,0.0,0.0,0.0,0.0,84.0,135.0,151.0,0.34830343934911245,BraTS2021_00033_flair_45.png,BraTS2021_00033,45,train
0.0,174.0,32.904563903808594,51.010501861572266,0.0,0.0,0.0,0.0,81.0,133.0,149.0,0.31522744082840237,BraTS2021_00033_flair_50.png,BraTS2021_00033,50,train
0.0,182.0,27.610322952270508,47.486610412597656,0.0,0.0,0.0,0.0,63.0,128.0,145.3699951171875,0.27392289201183434,BraTS2021_00033_flair_55.png,BraTS2021_00033,55,train
0.0,168.0,22.603179931640625,44.3234748840332,0.0,0.0,0.0,0.0,0.0,123.0,141.0,0.2234421227810651,BraTS2021_00033_flair_60.png,BraTS2021_00033,60,train
0.0,158.0,17.608335494995117,40.16465377807617,0.0,0.0,0.0,0.0,0.0,118.0,138.0,0.175573224852071,BraTS2021_00033_flair_65.png,BraTS2021_00033,65,train
0.0,151.0,21.337162017822266,39.71392822265625,0.0,0.0,0.0,0.0,10.0,109.0,125.0,0.25210336538461536,BraTS2021_00035_flair_0.png,BraTS2021_00035,0,train
0.0,155.0,29.73363494873047,45.07882308959961,0.0,0.0,0.0,0.0,78.0,115.0,130.0,0.3339265902366864,BraTS2021_00035_flair_10.png,BraTS2021_00035,10,train
0.0,152.0,31.543569564819336,45.8270263671875,0.0,0.0,0.0,0.0,79.0,117.8499984741211,134.0,0.3566706730769231,BraTS2021_00035_flair_15.png,BraTS2021_00035,15,train
0.0,155.0,33.08672332763672,45.91797637939453,0.0,0.0,0.0,0.0,80.0,117.0,134.0,0.3765717455621302,BraTS2021_00035_flair_20.png,BraTS2021_00035,20,train
0.0,148.0,24.841045379638672,41.693302154541016,0.0,0.0,0.0,0.0,51.0,111.0,125.0,0.2923909023668639,BraTS2021_00035_flair_5.png,BraTS2021_00035,5,train
0.0,144.0,20.79296875,36.813209533691406,0.0,0.0,0.0,0.0,25.0,97.0,113.0,0.2601007766272189,BraTS2021_00036_flair_61.png,BraTS2021_00036,61,train
0.0,184.0,16.238998413085938,33.621551513671875,0.0,0.0,0.0,0.0,0.0,93.0,109.0,0.20236224112426035,BraTS2021_00036_flair_66.png,BraTS2021_00036,66,train
0.0,183.0,34.621116638183594,43.14662170410156,0.0,0.0,0.0,0.0,72.0,113.0,129.0,0.4322300295857988,BraTS2021_00043_flair_19.png,BraTS2021_00043,19,train
0.0,182.0,33.6916618347168,42.976890563964844,0.0,0.0,0.0,0.0,71.0,112.0,131.0,0.42205991124260356,BraTS2021_00043_flair_24.png,BraTS2021_00043,24,train
0.0,168.0,33.109535217285156,43.25761413574219,0.0,0.0,0.0,0.0,71.0,113.0,132.0,0.40791420118343197,BraTS2021_00043_flair_29.png,BraTS2021_00043,29,train
0.0,152.0,31.593727111816406,42.402076721191406,0.0,0.0,0.0,0.0,69.0,112.0,129.0,0.3886140902366864,BraTS2021_00043_flair_34.png,BraTS2021_00043,34,train
0.0,150.0,30.61480712890625,42.93976593017578,0.0,0.0,0.0,0.0,71.0,112.0,127.0,0.3643444896449704,BraTS2021_00043_flair_39.png,BraTS2021_00043,39,train
0.0,155.0,28.2657413482666,42.33212661743164,0.0,0.0,0.0,0.0,70.0,111.0,125.0,0.33203125,BraTS2021_00043_flair_44.png,BraTS2021_00043,44,train
0.0,146.0,25.375022888183594,41.20695114135742,0.0,0.0,0.0,0.0,67.0,109.0,123.0,0.2942862426035503,BraTS2021_00043_flair_49.png,BraTS2021_00043,49,train
0.0,139.0,20.560373306274414,37.2099723815918,0.0,0.0,0.0,0.0,13.0,101.0,117.0,0.2502542529585799,BraTS2021_00043_flair_54.png,BraTS2021_00043,54,train
0.0,145.0,16.913000106811523,34.58549499511719,0.0,0.0,0.0,0.0,0.0,97.0,113.37000274658203,0.20606046597633135,BraTS2021_00043_flair_59.png,BraTS2021_00043,59,train
0.0,132.0,12.747249603271484,30.637380599975586,0.0,0.0,0.0,0.0,0.0,91.0,108.0,0.15791420118343194,BraTS2021_00043_flair_64.png,BraTS2021_00043,64,train
0.0,114.0,7.410895824432373,23.174762725830078,0.0,0.0,0.0,0.0,0.0,79.0,98.0,0.10241771449704141,BraTS2021_00043_flair_69.png,BraTS2021_00043,69,train
0.0,183.0,27.420949935913086,47.06821060180664,0.0,0.0,0.0,0.0,55.0,126.0,148.0,0.2794008875739645,BraTS2021_00044_flair_0.png,BraTS2021_00044,0,train
0.0,191.0,29.858196258544922,48.36142349243164,0.0,0.0,0.0,0.0,68.0,129.0,153.0,0.31460336538461536,BraTS2021_00044_flair_10.png,BraTS2021_00044,10,train
0.0,193.0,32.13124084472656,49.56510543823242,0.0,0.0,0.0,0.0,76.0,132.0,157.0,0.3381102071005917,BraTS2021_00044_flair_15.png,BraTS2021_00044,15,train
0.0,180.0,28.70391082763672,48.22359848022461,0.0,0.0,0.0,0.0,64.0,130.0,151.0,0.29056490384615385,BraTS2021_00044_flair_5.png,BraTS2021_00044,5,train
0.0,199.0,34.33995819091797,52.840030670166016,0.0,0.0,0.0,0.0,87.0,139.0,163.3699951171875,0.33374167899408286,BraTS2021_00044_flair_58.png,BraTS2021_00044,58,train
0.0,198.0,29.64254379272461,50.14078140258789,0.0,0.0,0.0,0.0,56.0,134.0,159.0,0.301197300295858,BraTS2021_00044_flair_63.png,BraTS2021_00044,63,train
0.0,198.0,25.36011505126953,46.9520263671875,0.0,0.0,0.0,0.0,18.0,129.0,156.0,0.2692307692307692,BraTS2021_00044_flair_68.png,BraTS2021_00044,68,train
0.0,204.0,41.302978515625,50.66429138183594,0.0,0.0,0.0,0.0,84.0,135.0,156.0,0.4510447485207101,BraTS2021_00045_flair_29.png,BraTS2021_00045,29,train
0.0,186.0,39.35121536254883,49.707576751708984,0.0,0.0,0.0,0.0,80.0,133.0,155.0,0.4350730399408284,BraTS2021_00045_flair_34.png,BraTS2021_00045,34,train
0.0,202.0,38.463802337646484,49.522071838378906,0.0,0.0,0.0,0.0,80.0,131.0,155.0,0.4200952292899408,BraTS2021_00045_flair_39.png,BraTS2021_00045,39,train
0.0,200.0,36.80958938598633,48.986328125,0.0,0.0,0.0,0.0,79.0,130.0,153.0,0.40236686390532544,BraTS2021_00045_flair_44.png,BraTS2021_00045,44,train
0.0,181.0,34.66107940673828,48.22138595581055,0.0,0.0,0.0,0.0,80.0,127.0,148.0,0.3797152366863905,BraTS2021_00045_flair_49.png,BraTS2021_00045,49,train
0.0,182.0,32.47520065307617,47.757476806640625,0.0,0.0,0.0,0.0,78.0,126.0,147.0,0.3541974852071006,BraTS2021_00045_flair_54.png,BraTS2021_00045,54,train
0.0,192.0,28.574472427368164,45.5727424621582,0.0,0.0,0.0,0.0,71.0,122.0,144.0,0.3220922707100592,BraTS2021_00045_flair_59.png,BraTS2021_00045,59,train
0.0,173.0,24.281688690185547,42.74644470214844,0.0,0.0,0.0,0.0,32.0,117.0,140.0,0.2838387573964497,BraTS2021_00045_flair_64.png,BraTS2021_00045,64,train
0.0,160.0,20.5508975982666,39.92076873779297,0.0,0.0,0.0,0.0,0.0,112.0,133.0,0.24364367603550297,BraTS2021_00045_flair_69.png,BraTS2021_00045,69,train
0.0,154.0,27.55367088317871,40.2432975769043,0.0,0.0,0.0,0.0,63.0,107.0,124.0,0.35459042159763315,BraTS2021_00046_flair_0.png,BraTS2021_00046,0,train
0.0,177.0,30.189395904541016,41.1512565612793,0.0,0.0,0.0,0.0,67.0,110.0,127.0,0.38983912721893493,BraTS2021_00046_flair_10.png,BraTS2021_00046,10,train
0.0,167.0,29.323293685913086,40.37342834472656,0.0,0.0,0.0,0.0,65.0,108.0,126.0,0.38431490384615385,BraTS2021_00046_flair_15.png,BraTS2021_00046,15,train
0.0,162.0,29.56804656982422,40.973628997802734,0.0,0.0,0.0,0.0,68.0,108.0,125.0,0.37890625,BraTS2021_00046_flair_20.png,BraTS2021_00046,20,train
0.0,153.0,28.879714965820312,40.876708984375,0.0,0.0,0.0,0.0,65.0,109.0,124.0,0.37157914201183434,BraTS2021_00046_flair_5.png,BraTS2021_00046,5,train
0.0,131.0,5.758205413818359,21.618453979492188,0.0,0.0,0.0,0.0,0.0,65.0,107.0,0.07941937869822485,BraTS2021_00046_flair_68.png,BraTS2021_00046,68,train
0.0,160.0,26.193208694458008,40.736106872558594,0.0,0.0,0.0,0.0,65.0,107.0,128.0,0.3174694896449704,BraTS2021_00048_flair_59.png,BraTS2021_00048,59,train
0.0,154.0,23.4591121673584,39.53718948364258,0.0,0.0,0.0,0.0,59.0,105.0,127.0,0.28233635355029585,BraTS2021_00048_flair_64.png,BraTS2021_00048,64,train
0.0,167.0,19.663137435913086,36.89019012451172,0.0,0.0,0.0,0.0,0.0,100.0,121.0,0.24098557692307693,BraTS2021_00048_flair_69.png,BraTS2021_00048,69,train
0.0,152.0,25.86198616027832,39.25597381591797,0.0,0.0,0.0,0.0,66.0,100.0,118.0,0.3508690828402367,BraTS2021_00049_flair_0.png,BraTS2021_00049,0,train
0.0,157.0,30.34476661682129,40.518836975097656,0.0,0.0,0.0,0.0,72.0,101.8499984741211,119.0,0.40703587278106507,BraTS2021_00049_flair_10.png,BraTS2021_00049,10,train
0.0,161.0,31.751155853271484,41.018157958984375,0.0,0.0,0.0,0.0,75.0,101.0,118.0,0.4179225221893491,BraTS2021_00049_flair_15.png,BraTS2021_00049,15,train
0.0,156.0,28.47034454345703,39.885372161865234,0.0,0.0,0.0,0.0,70.0,101.0,118.0,0.3868112056213018,BraTS2021_00049_flair_5.png,BraTS2021_00049,5,train
0.0,151.0,23.16937828063965,42.38396453857422,0.0,0.0,0.0,0.0,0.0,113.0,131.0,0.2444526627218935,BraTS2021_00051_flair_66.png,BraTS2021_00051,66,train
0.0,179.0,37.85262680053711,50.491065979003906,0.0,0.0,0.0,0.0,92.0,125.0,142.0,0.3823039940828402,BraTS2021_00052_flair_54.png,BraTS2021_00052,54,train
0.0,179.0,33.1886100769043,47.839942932128906,0.0,0.0,0.0,0.0,86.0,120.0,136.0,0.3477718195266272,BraTS2021_00052_flair_59.png,BraTS2021_00052,59,train
0.0,165.0,29.278175354003906,45.37019348144531,0.0,0.0,0.0,0.0,81.0,115.0,129.0,0.31284670857988167,BraTS2021_00052_flair_64.png,BraTS2021_00052,64,train
